V1,V2,V3,V4,V5,V7,V8,V9,V10,FAE,Order,Condition,Q1,Q2,Q3,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q26,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q29,Q30,Q32,DV_1,Gender,Gender_TEXT,Age,Ethnicity,Ethnicity_TEXT,Religion,Religion_TEXT,Q37,Q38,Q46,Q48,Q50,Q52,Q54,Q56,Q58,Q60,Q62,Q58,Q60,Q62,Q64,Q66,Q68,Q70,Q72,Q74,Q76,Q78,Q80,Q82,Q84,Q86,Q88,Q90,Q92,Q94,Q96,Q98,Q100,Q102,Q104,Q106,Q108,Q110,Q112,Q114,Q64,Q66,Q68,Q40,Q41,Q42,Q43,Q83,LocationLatitude,LocationLongitude,LocationAccuracy
R_8CkG2dMzh9769hL,Default Response Set,Anonymous,,,0,1/31/17 17:21,1/31/17 17:30,1,Anti,FAE First,Analytic,1,1,2,1,1,0,0,38.433,0,1,1,0,0,32.145,0,1,1,0,0,31.739,0,1,1,0,0,31.826,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,,18,2,,11,,1,3,,,,6,6,2,1,3,5,1,7,7,7,7,7,7,7,1,4,2,3,1,2,1,6,5,7,7,6,6,5,6,1,4,5,5,5,6,1,1,1,yes,no,society,no,1,38.08880615,-78.55919647,-1
R_234sDihnziR4Kqj,Default Response Set,Anonymous,,,0,1/31/17 19:23,1/31/17 19:33,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,37.159,0,1,1,0,0,36.354,0,1,1,0,0,33.782,0,1,1,0,0,33.536,0,1,2,1,70,1,,19,1,,2,,1,3,1,1,1,3,3,3,2,5,3,1,6,6,4,3,6,6,3,1,3,2,3,3,5,1,6,5,7,5,6,3,5,6,1,5,6,3,6,5,,,,yes,yes,unsure,no,1,38.81149292,-77.12850189,-1
R_YWfBcAxSk8BRwtz,Default Response Set,Anonymous,,,0,1/31/17 20:00,1/31/17 20:09,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,76.036,0,1,1,0,0,34.798,0,1,1,0,0,42.769,0,1,1,0,0,38.696,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,19,1,,2,,1,3,,,,2,3,2,4,5,3,1,6,4,7,4,4,1,1,1,1,1,1,1,1,1,3,2,3,3,2,2,3,2,1,2,6,2,2,2,1,1,1,yes,no,not sure ,no,1,38.08880615,-78.55919647,-1
R_2X1BLki9mKs8n3T,Default Response Set,Anonymous,,,0,1/31/17 21:04,1/31/17 21:11,1,Anti,FAE First,Analytic,1,1,1,1,1,4.269,13.781,51.029,3,1,1,8.023,9.878,50.469,3,1,1,0,0,64.162,0,1,1,59.378,59.378,59.887,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,50,1,,21,8,,1,,1,3,,,,6,6,5,4,3,3,1,6,5,5,6,5,4,4,1,5,5,3,2,4,1,4,4,2,2,4,5,6,3,1,5,3,4,5,3,1,1,1,no,maybe,,,1,37.9875946,-78.6085968,-1
R_3KAseO39EAP39M0,Default Response Set,Anonymous,,,0,1/31/17 22:41,1/31/17 23:00,1,Pro,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.927,0,1,1,0,0,32.752,0,1,1,0,0,32.022,0,1,1,0,0,32.182,0,1,1,1,60,2,,18,10,Middle Eastern,3,,1,3,1,1,1,5,5,3,1,5,4,1,6,7,7,7,6,6,7,1,2,2,3,4,2,1,3,2,3,4,3,3,3,4,1,3,5,4,3,5,,,,Yes,No,Discrimination,No,1,38.08880615,-78.55919647,-1
R_PA4JQHhk43DZCDv,Default Response Set,Anonymous,,,0,2/1/17 1:45,2/1/17 1:53,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,35.971,0,1,1,0,0,34.578,0,1,1,0,0,32.505,0,1,1,0,0,34.693,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,40,1,,19,5,,6,,1,3,,,,3,2,2,6,6,4,1,5,5,3,2,6,5,4,1,2,1,1,2,1,1,2,3,5,5,5,3,2,1,1,4,5,5,3,2,1,1,1,Yes,No,Think about things from different perspectives,"Ask more questions, perhaps.",1,38.08880615,-78.55919647,-1
R_31yjlEh99JddaPR,Default Response Set,Anonymous,,,0,1/25/17 7:32,1/25/17 7:37,0,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,56.65,0,1,1,0,0,40.827,0,1,1,0,0,34.661,0,1,1,0,0,55.722,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_25Qqo30Li6FeM1z,Default Response Set,Anonymous,,,0,2/1/17 8:34,2/1/17 8:55,1,Pro,FAE First,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20.905,30.816,33.526,4,1,1,0,0,33.301,0,1,1,0,0,36.441,0,1,1,0,0,33.575,0,1,1,1,57,2,,19,1,,12,"Belief in a higher power, open to ideas",1,3,1,1,1,2,2,2,2,6,3,1,7,7,6,5,7,7,7,1,2,4,5,2,2,1,7,6,7,7,4,7,3,7,1,6,7,6,6,7,,,,Yes,No,"The mini studies seem to show how people look at things differently. But, more specifically about whether the government and laws should be put in place to help people either minorities through affirmative action or those in poverty or need through social programs.","Maybe including a classroom or work scenario where you give a percentage of demographics in the workplace including gender/ sex, race, and poverty or use of social programs and ask whether you think the percentage is a fair representation of everyone.. show a study with less women in positions of power and less African Americans or Hispanics",1,38.03289795,-78.51370239,-1
R_TuWzllD7F5wZlfz,Default Response Set,Anonymous,,,0,1/31/17 15:53,2/1/17 11:34,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,32.896,32.896,34.662,1,1,1,0,0,42.932,0,1,1,0,0,46.729,0,1,1,0,0,36.821,0,1,2,1,70,2,,19,10,African ,2,,1,3,1,1,1,2,3,3,3,2,2,1,4,5,4,2,4,4,4,1,3,2,1,1,2,1,2,2,6,3,3,6,6,3,1,5,3,3,6,6,,,,Yes,No,no clue,no,1,38.08880615,-78.55919647,-1
R_bvkUounTkT0TncB,Default Response Set,Anonymous,,,0,2/1/17 12:11,2/1/17 12:20,1,Anti,FAE Second,Analytic,1,1,1,1,1,40.752,40.752,41.98,1,1,1,0,0,32.142,0,1,1,0,0,32.108,0,1,1,0,0,32.861,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,90,2,,18,1,,1,,1,2,,,,5,4,3,4,5,4,1,5,5,3,4,5,3,6,1,1,1,1,2,1,1,3,3,5,5,4,3,5,4,1,5,3,3,3,5,1,1,1,Yes,The pictures of the thinker,"all related to ideas on competition, fairness, discrimination in some way",,1,38.08880615,-78.55919647,-1
R_A4FS0tyNN13G0jT,Default Response Set,Anonymous,,,0,2/1/17 12:37,2/1/17 12:46,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.106,0,1,1,0,0,33.548,0,1,1,0,0,31.884,0,1,1,0,0,42.976,0,1,2,1,20,2,,18,1,,11,,1,3,1,1,1,5,6,2,3,5,4,1,3,5,4,3,4,3,6,1,3,2,2,5,2,1,3,3,6,5,4,5,5,3,1,4,4,4,4,4,,,,yes,no questions about the pictures,not sure,no,1,38.03289795,-78.51370239,-1
R_1FkrnP4mwOUlXo4,Default Response Set,Anonymous,,,0,1/25/17 13:49,1/25/17 14:01,0,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,36.493,0,1,1,35.756,35.756,38.789,1,1,1,0,0,34.885,0,1,1,0,0,35.51,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,65,2,,19,1,,1,,1,3,,,,3,3,3,3,5,3,1,5,5,3,5,5,6,5,1,2,2,4,2,2,1,5,5,6,6,5,5,4,6,1,5,3,3,4,3,1,1,1,yes ,yes,"looking at images from different angles, considering how people view affirmative action with different perspectives",,,,,-1
R_1lghu6FQyv54fPH,Default Response Set,Anonymous,,,0,2/1/17 14:06,2/1/17 14:22,1,Pro,FAE First,Control,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,38.744,0,1,1,0,0,35.036,0,1,1,17.449,17.449,32.545,1,1,1,0,0,37.453,0,1,1,1,80,2,,18,1,,12,Presbyterian,1,2,1,1,1,2,3,2,5,5,4,1,3,3,2,2,5,3,6,1,2,1,2,1,1,1,4,1,4,6,3,6,3,2,1,4,3,3,3,3,,,,Yes,No,They all deal with political stance in some way,N/A,1,38.08880615,-78.55919647,-1
R_xrdci7XTA7fon8R,Default Response Set,Anonymous,,,0,2/1/17 14:32,2/1/17 14:44,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,33.805,0,1,1,0,0,32.61,0,1,1,0,0,34.158,0,1,1,0,0,55.681,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,70,2,,19,1,,12,Presbyterian ,1,1,,,,3,3,3,3,5,5,1,5,5,4,5,4,3,4,1,3,3,3,3,2,1,3,5,5,5,4,5,4,4,1,4,5,4,4,3,1,1,1,yes,no,No idea,,1,37.9875946,-78.6085968,-1
R_2cure0TU0meKC3b,Default Response Set,Anonymous,,,0,2/1/17 15:01,2/1/17 15:17,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,56.106,0,1,1,0,0,40.282,0,1,1,0,0,33.856,0,1,1,0,0,35.661,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,100,2,,21,3,,2,,1,1,1,1,1,6,6,3,1,7,5,1,7,6,6,7,7,7,7,1,2,1,3,2,1,1,3,3,7,6,5,7,6,5,1,3,5,4,6,6,,,,yes,no,I do not see a fluid connection between the 3 mini studies i have completed,"no, because so far, this questionnaire has been very easy to follow and understand",1,37.9875946,-78.6085968,-1
R_1kHA9nZo2rwpBQ5,Default Response Set,Anonymous,,,0,2/1/17 15:27,2/1/17 16:05,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,32.889,0,1,1,0,0,33.579,0,1,1,0,0,32.622,0,1,1,0,0,33.456,0,1,3,1,30,2,,19,1,,2,,1,3,,,,5,3,3,1,5,5,1,7,7,5,7,7,7,7,1,2,2,2,2,2,1,6,6,7,7,6,5,5,6,1,6,5,4,7,7,1,1,1,Yes,No,Priming,no,1,38.03289795,-78.51370239,-1
R_2wmAr6Op8ebq7aU,Default Response Set,Anonymous,,,0,2/1/17 18:35,2/1/17 18:49,1,Anti,FAE First,Analytic,1,1,3,1,1,0,0,38.685,0,1,1,0,0,36.041,0,1,1,0,0,33.283,0,1,1,0,0,38.908,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,21,2,,2,,1,1,,,,5,3,2,1,6,4,1,6,7,6,6,6,6,3,1,3,2,3,2,2,1,5,5,5,5,5,5,5,3,1,5,6,6,6,6,1,1,1,yes,no,government views correlated with level of discrimination,some of the questions seemed repetitive ,1,38.08880615,-78.55919647,-1
R_2aVJQnwGGAfqQzM,Default Response Set,Anonymous,,,0,2/1/17 22:21,2/1/17 22:30,1,Anti,FAE First,Analytic,1,1,2,1,1,0,0,33.427,0,1,1,0,0,33.362,0,1,1,0,0,31.938,0,1,1,0,0,33.32,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,8,2,,18,1,,11,,1,3,,,,2,3,3,2,6,4,1,7,7,5,5,7,6,6,1,2,3,6,2,1,1,6,6,6,6,5,6,1,3,1,5,2,2,2,6,1,1,1,yes,no,unsure,N/A,1,38.08880615,-78.55919647,-1
R_2tFl5m0wTWYDSL5,Default Response Set,Anonymous,,,0,2/1/17 22:44,2/1/17 22:54,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,37.998,0,1,1,0,0,31.847,0,1,1,0,0,32.123,0,1,1,0,0,32.303,0,1,2,1,71,1,,18,7,,1,,1,3,1,1,1,3,3,4,5,4,4,1,3,3,3,2,6,3,4,1,4,2,4,2,1,1,4,2,5,4,3,4,3,4,1,4,6,4,5,5,,,,yes,no,morality and social justice,,1,38.08880615,-78.55919647,-1
R_p3LG9QKpv3oGkVz,Default Response Set,Anonymous,,,0,2/1/17 23:02,2/1/17 23:12,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.288,0,1,1,0,0,36.357,0,1,1,0,0,37.963,0,1,1,0,0,33.764,0,1,2,1,5,1,,19,10,1/2 White 1/2 Chinese,11,,1,3,1,1,1,2,2,3,6,6,3,1,5,2,2,2,5,2,4,1,2,1,2,2,2,1,3,1,5,6,5,1,1,3,1,6,3,6,6,6,,,,Yes,"Yes, I was shown 4 pictures and that was the end of it.",They were trying to get me to look at the same issue from different perspectives?,,1,38.03289795,-78.51370239,-1
R_2CU6VAKZG66NrAj,Default Response Set,Anonymous,,,0,2/2/17 8:27,2/2/17 9:31,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,35.621,0,1,1,0,0,33.807,0,1,1,0,0,42.846,0,1,1,0,0,32.263,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,18,3,,2,,1,3,,,,6,6,3,1,2,3,1,6,7,5,6,6,6,7,1,1,1,1,2,2,1,3,1,3,5,3,3,5,3,1,4,4,4,4,4,1,1,1,yes,no,i have no idea,not really ,1,38.08880615,-78.55919647,-1
R_3MxrB0yqqNwGWWG,Default Response Set,Anonymous,,,0,2/2/17 10:24,2/2/17 10:33,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,56.864,0,1,1,0,0,40.225,0,1,1,0,0,32.158,0,1,1,0,0,32.31,0,1,1,1,10,1,,20,1,,11,,1,1,,,,6,2,3,3,5,5,1,5,5,4,5,6,5,5,1,3,3,3,3,1,1,5,5,6,5,4,6,4,3,1,4,5,4,5,4,1,1,1,Yes,The greek statue photograph,Look for disparities in my answers to suggest an IV is at play,no,1,38.03289795,-78.51370239,-1
R_3O7CsMxfvEnRAg9,Default Response Set,Anonymous,,,0,2/2/17 10:43,2/2/17 10:52,1,Pro,FAE First,Analytic,1,1,1,1,1,4.627,11.745,32.963,4,1,1,3.546,4.674,32.998,2,1,1,0,0,32.999,0,1,1,0,0,48.595,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,82,1,,19,5,,12,Sikh ,1,2,1,1,1,3,3,2,6,4,3,1,4,4,2,2,2,2,3,1,2,2,2,2,2,1,2,2,5,2,2,6,2,6,1,2,2,6,2,2,,,,yes,no ,dont know ,more personal ,1,38.03289795,-78.51370239,-1
R_125aztYHUsjo9U2,Default Response Set,Anonymous,,,0,2/2/17 11:02,2/2/17 11:14,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,36.29,0,1,1,0,0,38.424,0,1,1,0,0,33.334,0,1,1,0,0,32.023,0,1,2,1,100,1,,20,7,,2,,1,3,,,,3,4,5,3,6,3,1,7,7,3,5,7,6,7,1,1,2,3,1,2,1,3,3,7,5,7,7,3,5,1,6,6,6,4,3,1,1,1,Yes,Disconnected relationship between the three mini-studies,Nothing,Not really,1,38.03289795,-78.51370239,-1
R_1Qlngi5BvDlTGkt,Default Response Set,Anonymous,,,0,2/2/17 11:14,2/2/17 11:28,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,39.462,0,1,1,0,0,34.131,0,1,1,0,0,32.693,0,1,1,0,0,65.232,0,1,2,1,50,2,,18,1,,12,Episcopalian,1,3,1,1,1,1,1,3,5,1,3,1,3,4,3,1,5,4,2,1,2,2,3,2,1,1,4,3,5,5,3,5,3,3,1,4,3,2,1,4,,,,yes,not really? just odd categories,not really sure how the statues factor in but the others seem to be trying to correlate political affiliation with race & minority rights,,1,38.08880615,-78.55919647,-1
R_2TvIwLDt2PkbkDy,Default Response Set,Anonymous,,,0,2/2/17 13:10,2/2/17 13:20,1,Anti,FAE Second,Analytic,1,1,1,1,1,33.71,33.71,37.233,1,1,1,0,0,37.56,0,1,1,0,0,36.279,0,1,1,0,0,68.558,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,9,2,,18,1,,11,,1,3,,,,6,6,5,2,5,5,1,7,7,6,7,7,7,5,1,2,4,2,2,3,1,5,5,5,5,3,5,5,5,1,6,6,6,6,6,1,1,1,yes,no,pretty sure there's connections between b and c concerning political attitudes but i don't know about a,i don't see the purpose in A,1,38.08880615,-78.55919647,-1
R_3lxF8knpOmy8X8u,Default Response Set,Anonymous,,,0,2/2/17 13:30,2/2/17 13:42,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.478,0,1,1,0,0,34.189,0,1,1,0,0,35.749,0,1,1,0,0,40.524,0,1,2,1,80,2,,18,5,,6,,1,3,,,,5,5,5,5,5,4,1,5,6,1,1,6,6,6,1,4,1,2,2,2,1,5,5,6,6,6,6,5,5,1,6,6,6,6,6,1,1,1,yes,the pictures ,all related to political positions ,no ,1,38.08880615,-78.55919647,-1
R_DuZj4IM6D916ZbP,Default Response Set,Anonymous,,,0,2/2/17 14:06,2/2/17 14:16,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,32.879,0,1,1,0,0,31.737,0,1,1,0,0,31.873,0,1,1,0,0,33.798,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,19,7,,2,,1,3,1,1,1,2,2,2,2,5,3,1,5,4,4,5,6,5,6,1,5,3,3,3,2,1,3,2,4,5,3,6,2,2,1,3,5,5,6,5,,,,Yes,No,,,1,38.08880615,-78.55919647,-1
R_2tn7oPJMPsgyHYp,Default Response Set,Anonymous,,,0,2/2/17 14:09,2/2/17 14:21,1,Anti,FAE Second,Analytic,1,1,1,1,1,35.105,35.105,36.003,1,1,1,0,0,32.229,0,1,1,0,0,33.223,0,1,1,29.485,29.485,32.56,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,60,2,,19,1,,1,,1,3,,,,2,3,2,2,6,4,1,6,5,5,5,7,6,6,1,3,2,3,3,3,1,5,5,6,6,5,6,5,5,1,5,5,5,5,6,1,1,1,yes,yes,I have absolutely no idea,,1,38.08880615,-78.55919647,-1
R_uqvvPeQi3JkftsJ,Default Response Set,Anonymous,,,0,2/2/17 14:17,2/2/17 14:29,1,Pro,FAE First,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,83.573,0,1,1,0,0,49.323,0,1,1,0,0,41.349,0,1,1,0,0,40.842,0,1,1,1,98,2,,19,1,,1,,1,3,1,1,1,2,2,3,4,3,3,1,5,4,5,6,7,6,6,1,3,3,2,3,2,1,3,2,3,4,4,5,3,4,1,4,5,4,5,5,,,,yes,the statue was a little strange,they might all be about a higher power? and personal beliefs?,no,1,38.08880615,-78.55919647,-1
R_yHHxGfmF197u2hb,Default Response Set,Anonymous,,,0,2/2/17 14:30,2/2/17 14:40,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,35.074,0,1,1,0,0,35.055,0,1,1,0,0,42.456,0,1,1,0,0,32.237,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,19,1,,2,,1,3,1,1,1,2,2,1,2,6,3,1,6,3,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,3,,,,yes,no,no idea,,1,38.08880615,-78.55919647,-1
R_2pWDAUDAsxas5jm,Default Response Set,Anonymous,,,0,2/2/17 14:43,2/2/17 14:54,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,42.858,0,1,1,0,0,32.681,0,1,1,0,0,31.872,0,1,1,0,0,31.796,0,1,2,1,40,1,,21,1,,12,episcopalian,1,3,,,,5,5,3,3,6,5,1,5,5,3,5,6,5,6,1,1,1,2,1,1,1,3,3,3,5,5,5,4,3,1,5,3,3,5,4,1,1,1,Kind of,What is with the images?,Something about race and affirmative action,let the user decide to skip images. It's weird to just stare,1,38.08880615,-78.55919647,-1
R_1Kwj08AqXZW6iuT,Default Response Set,Anonymous,,,0,2/2/17 19:51,2/2/17 20:04,1,Anti,FAE Second,Analytic,1,1,2,1,1,0,0,33.916,0,1,1,36.102,36.102,37.166,1,1,1,33.777,33.777,34.834,1,1,1,39.361,39.361,40.383,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,92,2,,18,1,,11,,1,3,,,,5,5,6,2,6,4,1,7,7,6,7,7,7,7,1,3,4,3,3,2,1,7,6,7,6,6,5,6,7,1,7,6,6,6,7,1,1,1,yes,no,political views and religion,"no, because I don't know what you are trying to do",1,38.08880615,-78.55919647,-1
R_1GBpwQZ62Jsqb6G,Default Response Set,Anonymous,,,0,1/23/17 16:29,1/26/17 21:35,0,Pro,FAE First,Analytic,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2ayiauMhcpfqCK7,Default Response Set,Anonymous,,,0,2/2/17 22:49,2/2/17 23:01,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,35.542,0,1,1,19.774,19.774,43.292,1,1,1,0,0,35.924,0,1,1,0,0,33.399,0,1,2,1,81,1,,18,2,,2,,1,3,1,1,1,4,4,2,2,6,3,1,7,7,4,3,6,6,6,1,5,2,2,2,2,1,4,5,6,5,4,6,4,6,1,5,4,4,3,4,,,,Yes,No,Not sure,N/A,1,37.9539032,-78.35839844,-1
R_21EDts1I5m0kehK,Default Response Set,Anonymous,,,0,2/3/17 12:26,2/3/17 12:36,1,Anti,FAE First,Analytic,1,1,1,1,1,13.899,36.47,37.399,4,1,1,0,0,32.343,0,1,1,0,0,32.785,0,1,1,0,0,34.191,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,72,1,,20,8,,1,,1,3,,,,7,7,5,6,3,4,1,7,7,5,5,5,5,7,1,3,3,3,3,3,1,4,3,7,6,5,4,5,4,1,4,4,4,5,4,1,1,1,yes,the sculptures seem out of place to me,"affirmative action and the government seems to have a correlation, unsure what the sculpture represents, potentially flashback to a different time period ",no,1,38.08880615,-78.55919647,-1
R_3p9b32iev4mNnlZ,Default Response Set,Anonymous,,,0,2/3/17 12:43,2/3/17 13:45,1,Anti,FAE First,Analytic,1,1,1,1,1,7.964,15.759,32.939,2,1,1,0,0,32.365,0,1,1,0,0,32.658,0,1,1,32.32,32.32,32.999,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,1,,19,5,,12,Seventh-Day Adventist,1,3,,,,6,6,1,4,4,4,1,5,6,4,4,4,3,5,1,1,2,2,1,2,1,3,3,5,3,5,6,5,2,1,4,4,4,3,5,1,1,1,Yes,No,Not a whole lot,Not really,1,38.08880615,-78.55919647,-1
R_xgcOE09YhTre2jf,Default Response Set,Anonymous,,,0,2/3/17 14:01,2/3/17 14:28,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,40.161,40.161,43.809,1,1,1,0,0,34.666,0,1,1,0,0,35.433,0,1,1,0,0,33.855,0,1,3,1,100,2,,19,1,,2,,1,2,1,1,1,4,4,2,3,6,4,1,6,7,4,6,5,5,6,1,1,2,4,1,1,1,6,6,5,5,5,5,5,6,1,4,6,4,4,3,,,,Yes,A little,I can't say anything with great confidence.,,1,38.03289795,-78.51370239,-1
R_2CZiLA7NE0z942C,Default Response Set,Anonymous,,,0,2/3/17 17:34,2/3/17 17:45,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,33.244,0,1,1,0,0,32.404,0,1,1,0,0,32.726,0,1,1,0,0,32.396,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,10,1,,18,7,,11,,1,3,,,,5,3,5,3,6,5,1,5,6,4,4,4,5,3,1,3,5,3,4,4,1,5,1,6,3,3,5,1,5,1,4,4,4,4,4,1,1,1,Relatively so,No discussion of equity vs equality and how that applies to affirmative action.,"""One's own thoughts"" seemed to be the central idea","As a person who doesn't really hold strong opinions on issues, I can't really say was motivated to take a solid stance on anything during this questionnaire.",1,38.08880615,-78.55919647,-1
R_2aVVqv3v86iYJyG,Default Response Set,Anonymous,,,0,2/3/17 18:19,2/3/17 18:40,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,33.215,0,1,1,0,0,37.625,0,1,1,0,0,36.492,0,1,1,0,0,32.677,0,1,1,1,50,2,,21,1,,2,,1,2,1,1,1,2,2,2,2,5,4,1,6,6,6,6,6,6,7,1,5,6,5,5,5,1,7,6,7,7,7,7,7,7,1,7,7,7,7,7,,,,Yes,No,I don't know,No,1,37.75100708,-97.8219986,-1
R_2SuAvnDblQZa3nv,Default Response Set,Anonymous,,,0,2/4/17 9:03,2/4/17 9:12,1,Anti,FAE First,Analytic,1,1,2,1,1,0,0,33.277,0,1,1,29.944,29.944,32.207,1,1,1,0,0,34.204,0,1,1,0,0,32.183,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,74,2,,18,1,,2,,1,3,,,,5,4,3,4,6,3,1,3,5,4,3,4,3,5,1,3,2,2,3,3,1,3,3,6,5,5,4,3,4,1,4,4,4,3,4,1,1,1,Yes,No,None,No,1,37.70889282,-77.54370117,-1
R_DDe4d29OOr4wuad,Default Response Set,Anonymous,,,0,1/28/17 9:02,1/28/17 9:14,0,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,40.93,0,1,1,0,0,35.045,0,1,1,0,0,33.167,0,1,1,0,0,33.401,0,1,2,1,71,2,,18,1,,2,,1,3,1,1,1,2,6,1,6,7,5,1,3,3,3,3,7,5,6,1,1,1,1,1,1,1,1,7,7,6,6,6,7,5,1,3,3,6,3,2,,,,yes,"it didn't mark complete when I finished each different part of the study. It also told me to look at picture but never asked any questions about them. So I'm guessing the predicition had to do with the pictures influencing my answers to the questions, but what if you looked at the pictures last?",religions association between political beliefs ,"don't break the study into pats, make the person look at the pictures first",,,,-1
R_2VezjltyKeqcH0j,Default Response Set,Anonymous,,,0,2/4/17 9:56,2/4/17 10:08,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,35.198,0,1,1,0,0,33.003,0,1,1,0,0,32.398,0,1,1,0,0,37.149,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,18,3,,10,,1,3,,,,5,5,2,1,6,5,1,7,7,7,6,7,7,7,1,4,4,3,2,3,1,3,2,5,7,5,5,6,5,1,6,4,4,5,4,1,1,1,Yes,Yes,I'm not really sure,no,1,38.03289795,-78.51370239,-1
R_28Y6XZn5LBpxVzb,Default Response Set,Anonymous,,,0,1/28/17 19:23,1/28/17 19:26,0,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12.797,35.05,141.721,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
